timestamp,segmen,target,durasi_ms,ok,extra
2026-07-22 07:28:32,firebase_upload,detection_system/node2,69.34,1,bytes=291
2026-07-22 07:28:32,decision,Node2,0.04,1,pred=0
2026-07-22 07:28:32,firebase_upload,detection_system/node2,75.02,1,bytes=128
2026-07-22 07:28:32,firebase_upload,Timeseries/Node2,67.53,1,bytes=58
2026-07-22 07:28:32,gw_total_frame,Node2,216.77,1,
2026-07-22 07:28:33,lora_link,Node3,1098.70,1,rssi=-61;snr=9.75;bytes=182
2026-07-22 07:28:33,firebase_upload,detection_system/node3,70.06,1,bytes=292
2026-07-22 07:28:33,decision,Node3,0.05,1,pred=0
2026-07-22 07:28:33,firebase_upload,detection_system/node3,65.97,1,bytes=128
2026-07-22 07:28:33,firebase_upload,Timeseries/Node3,70.91,1,bytes=58
2026-07-22 07:28:33,gw_total_frame,Node3,212.22,1,
2026-07-22 07:28:34,lora_link,Node1,1093.38,1,rssi=-70;snr=9.25;bytes=182
2026-07-22 07:28:34,firebase_upload,detection_system/node1,72.40,1,bytes=292
2026-07-22 07:28:36,lora_link,Node2,1100.47,1,rssi=-72;snr=9.5;bytes=182
2026-07-22 07:28:36,firebase_upload,detection_system/node2,69.04,1,bytes=291
2026-07-22 07:28:37,lora_link,Node3,1098.90,1,rssi=-62;snr=9.75;bytes=182
2026-07-22 07:28:37,firebase_upload,detection_system/node3,77.36,1,bytes=292
2026-07-22 07:28:38,lora_link,Node1,1099.60,1,rssi=-69;snr=9.0;bytes=182
2026-07-22 07:28:38,firebase_upload,detection_system/node1,74.41,1,bytes=291
2026-07-22 07:28:38,decision,Node1,0.04,1,pred=0
2026-07-22 07:28:38,firebase_upload,detection_system/node1,78.09,1,bytes=128
2026-07-22 07:28:38,firebase_upload,Timeseries/Node1,72.85,1,bytes=58
2026-07-22 07:28:38,gw_total_frame,Node1,229.65,1,
2026-07-22 07:28:40,lora_link,Node2,1492.59,0,
2026-07-22 07:28:41,lora_link,Node3,1100.12,1,rssi=-61;snr=10.25;bytes=182
2026-07-22 07:28:41,firebase_upload,detection_system/node3,65.24,1,bytes=293
